time_segment_key,  Start_Time_date,  Start_Time_time,  Duration,  Approved,  myPay_Key,  Pay_Created_Date,valid
 3276984,  3.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 5439705,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 3276985,  4.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 3276990,  5.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 3276991,  6.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 5439710,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439710,  5.0,  7.25,   8.00000,   0,   0,   NULL, false
 7274722,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 3276988,  6.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 3276989,  4.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 7274745,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 7274737,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439731,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439731,  6.0,  7.25,   8.00000,   0,   0,   NULL, false
 5439730,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439730,  6.0,  7.25,   8.00000,   0,   0,   NULL, false
 5439729,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439729,  6.0,  7.75,   8.00000,   0,   0,   NULL, false
 5439728,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439728,  5.0,  8.25,   6.75000,   0,   0,   NULL, false
 5439735,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439734,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439734,  6.0,  4.75,   6.83333,   0,   0,   NULL, false
 5439733,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439732,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439739,  4.0,  9.75,   6.00000,   0,   0,   NULL, true
 4391146,  3.0,  7.5,   7.00000,   0,   0,   NULL, true
 5439738,  6.0,  7.0,   6.00000,   0,   0,   NULL, true
 5439738,  6.0,  3.5,   5.50000,   0,   0,   NULL, false
 5439737,  6.0,  6.0,   8.00000,   0,   0,   NULL, true
 5439736,  6.0,  6.0,   8.00000,   0,   0,   NULL, true
 5439743,  4.0,  7.5,   0.50000,   0,   0,   NULL, true
 5439743,  4.0,  7.5,   4.50000,   0,   0,   NULL, false
 5439742,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439741,  6.0,  14.0,   1.66667,   0,   0,   NULL, true
 5439715,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439713,  5.0,  9.166667,   6.83333,   0,   0,   NULL, true
 5439713,  5.0,  9.5,   6.75000,   0,   0,   NULL, false
 5439712,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 7274715,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439727,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439727,  5.0,  7.0,   8.00000,   0,   0,   NULL, false
 7274634,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 3276994,  6.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 9699428,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 9306239,  1.0,  8.0,   8.00000,   0,   0,   NULL, true
 3276992,  4.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 3276993,  5.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 9699425,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 7274649,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 9699432,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 9699732,  4.0,  7.5,   1.83333,   0,   0,   NULL, true
 4391234,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439826,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439826,  5.0,  10.0,   4.50000,   0,   0,   NULL, false
 5439825,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439825,  5.0,  10.5,   3.75000,   0,   0,   NULL, false
 4391232,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439824,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439824,  4.0,  21.0,   3.75000,   0,   0,   NULL, false
 5439830,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439830,  5.0,  7.75,   8.00000,   0,   0,   NULL, false
 4391237,  4.0,  7.75,   7.75000,   0,   0,   NULL, true
 5439835,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 4391242,  4.0,  7.75,   7.75000,   0,   0,   NULL, true
 5439834,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439834,  5.0,  7.5,   4.50000,   0,   0,   NULL, false
 5439833,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439833,  5.0,  6.25,   3.50000,   0,   0,   NULL, false
 5439839,  6.0,  7.5,   4.00000,   0,   0,   NULL, true
 5439839,  6.0,  0.75,   9.33333,   0,   0,   NULL, false
 7274851,  3.0,  7.5,   2.00000,   0,   0,   NULL, true
 5439836,  5.0,  7.5,   3.50000,   0,   0,   NULL, true
 5439836,  5.0,  7.5,   9.33333,   0,   0,   NULL, false
 5439836,  5.0,  7.75,   4.50000,   0,   0,   NULL, false
 5439810,  3.0,  9.25,   6.75000,   0,   0,   NULL, true
 5439810,  3.0,  9.75,   6.75000,   0,   0,   NULL, false
 5439809,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439809,  4.0,  7.0,   8.00000,   0,   0,   NULL, false
 9699718,  4.0,  7.5,   6.00000,   0,   0,   NULL, true
 5439819,  5.0,  7.5,   8.00000,   1,   0,   NULL, true
 5439819,  5.0,  8.5,   4.50000,   0,   0,   NULL, false
 5439819,  5.0,  7.5,   8.00000,   0,   0,   NULL, false
 5439817,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439817,  4.0,  7.5,   8.00000,   0,   0,   NULL, false
 9699727,  4.0,  7.5,   1.83333,   0,   0,   NULL, true
 4391263,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439823,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439823,  5.0,  6.25,   4.50000,   0,   0,   NULL, false
 5439821,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439821,  5.0,  6.0,   4.50000,   0,   0,   NULL, false
 5439820,  5.0,  7.5,   8.00000,   0,   0,   NULL, true
 9699723,  4.0,  7.5,   6.00000,   0,   0,   NULL, true
 9699767,  2.0,  12.0,   4.83333,   0,   0,   NULL, true
 9699761,  2.0,  12.5,   4.33333,   0,   0,   NULL, true
 9699769,  2.0,  10.5,   6.50000,   0,   0,   NULL, true
 5439843,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439842,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439841,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439840,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439840,  6.0,  7.25,   8.00000,   0,   0,   NULL, false
 5439847,  6.0,  8.333333,   7.16667,   0,   0,   NULL, true
 5439847,  6.0,  7.0,   8.00000,   0,   0,   NULL, false
 5439846,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439845,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439848,  6.0,  8.333333,   7.16667,   0,   0,   NULL, true
 5439848,  6.0,  8.25,   7.16667,   0,   0,   NULL, false
 5439848,  6.0,  8.5,   7.16667,   0,   0,   NULL, false
 4194687,  5.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194687,  5.0,  6.5,   0.91667,   0,   0,   NULL, false
 4194687,  5.0,  8.083333,   0.91667,   0,   0,   NULL, false
 4194687,  5.0,  7.5,   7.83333,   0,   0,   NULL, false
 5439852,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439762,  2.0,  7.5,   9.00000,   0,   0,   NULL, true
 7274798,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439761,  2.0,  7.5,   9.00000,   0,   0,   NULL, true
 5439761,  2.0,  9.0,   5.00000,   0,   0,   NULL, false
 5439760,  1.0,  8.5,   5.00000,   0,   0,   NULL, true
 5439760,  1.0,  8.75,   5.00000,   0,   0,   NULL, false
 5439767,  2.0,  7.5,   9.00000,   0,   0,   NULL, true
 5439766,  3.0,  7.5,   9.00000,   0,   0,   NULL, true
 5439766,  3.0,  7.25,   8.00000,   0,   0,   NULL, false
 5439765,  2.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439765,  2.0,  8.5,   7.50000,   0,   0,   NULL, false
 8323385,  2.0,  11.083333,   2.68333,   0,   0,   NULL, true
 5439764,  2.0,  7.5,   9.00000,   0,   0,   NULL, true
 5439771,  2.0,  7.0,   3.50000,   0,   0,   NULL, true
 5439771,  2.0,  3.25,   6.50000,   0,   0,   NULL, false
 5439770,  2.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439769,  2.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439768,  2.0,  7.5,   9.00000,   0,   0,   NULL, true
 7274788,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439775,  3.0,  7.5,   9.00000,   0,   0,   NULL, true
 5439774,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439774,  3.0,  7.25,   8.00000,   0,   0,   NULL, false
 5439773,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439773,  3.0,  8.0,   9.00000,   0,   0,   NULL, false
 5439772,  2.0,  14.5,   3.00000,   0,   0,   NULL, true
 5439772,  2.0,  13.0,   3.50000,   0,   0,   NULL, false
 5439745,  7.0,  10.5,   6.50000,   0,   0,   NULL, true
 5439745,  7.0,  10.5,   2.00000,   0,   0,   NULL, false
 5439744,  7.0,  8.0,   2.00000,   0,   0,   NULL, true
 5439744,  7.0,  10.25,   1.66667,   0,   0,   NULL, false
 5439751,  7.0,  8.0,   7.50000,   0,   0,   NULL, true
 4391190,  3.0,  7.5,   9.00000,   0,   0,   NULL, true
 4391189,  3.0,  7.5,   8.50000,   0,   0,   NULL, true
 5439749,  7.0,  8.0,   7.50000,   0,   0,   NULL, true
 5439748,  7.0,  8.0,   7.50000,   0,   0,   NULL, true
 5439755,  7.0,  8.0,   6.00000,   0,   0,   NULL, true
 5439755,  7.0,  8.0,   7.50000,   0,   0,   NULL, false
 5439754,  7.0,  8.75,   5.25000,   0,   0,   NULL, true
 5439753,  7.0,  8.0,   7.50000,   0,   0,   NULL, true
 5439758,  2.0,  7.5,   9.00000,   0,   0,   NULL, true
 5439758,  2.0,  6.5,   5.00000,   0,   0,   NULL, false
 5439758,  1.0,  8.5,   5.00000,   0,   0,   NULL, false
 5439758,  1.0,  5.25,   7.50000,   0,   0,   NULL, false
 5439757,  1.0,  8.5,   5.00000,   0,   0,   NULL, true
 5439757,  1.0,  8.75,   5.00000,   0,   0,   NULL, false
 5439756,  1.0,  8.5,   5.00000,   0,   0,   NULL, true
 5439756,  1.0,  7.25,   7.50000,   0,   0,   NULL, false
 5439795,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439795,  4.0,  8.75,   8.00000,   0,   0,   NULL, false
 5439794,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439794,  4.0,  7.25,   4.50000,   0,   0,   NULL, false
 5439793,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439792,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439792,  4.0,  7.0,   4.50000,   0,   0,   NULL, false
 7274764,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439799,  4.0,  8.25,   3.75000,   1,   0,   NULL, true
 5439799,  4.0,  7.0,   9.00000,   0,   0,   NULL, false
 5439799,  4.0,  8.25,   3.75000,   0,   0,   NULL, false
 5439799,  4.0,  8.0,   3.75000,   0,   0,   NULL, false
 5439799,  4.0,  8.25,   3.75000,   0,   0,   NULL, false
 5439798,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439797,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439797,  4.0,  6.25,   8.00000,   0,   0,   NULL, false
 5439796,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439803,  4.0,  8.25,   3.75000,   0,   0,   NULL, true
 5439803,  4.0,  7.75,   3.75000,   0,   0,   NULL, false
 7274756,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439807,  4.0,  8.5,   3.50000,   0,   0,   NULL, true
 5439807,  4.0,  8.0,   6.00000,   0,   0,   NULL, false
 5439805,  4.0,  8.25,   3.75000,   0,   0,   NULL, true
 5439805,  4.0,  8.0,   3.75000,   0,   0,   NULL, false
 5439804,  4.0,  8.25,   3.75000,   0,   0,   NULL, true
 5439804,  4.0,  7.5,   8.00000,   0,   0,   NULL, false
 5439779,  2.0,  7.5,   8.00000,   0,   0,   NULL, true
 4391217,  3.0,  9.0,   5.50000,   0,   0,   NULL, true
 5439777,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439777,  3.0,  7.25,   9.00000,   0,   0,   NULL, false
 5439776,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439776,  3.0,  7.25,   9.00000,   0,   0,   NULL, false
 4391223,  3.0,  9.0,   1.50000,   0,   0,   NULL, true
 5439783,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439783,  3.0,  8.0,   8.00000,   0,   0,   NULL, false
 4391221,  3.0,  9.0,   1.50000,   0,   0,   NULL, true
 5439781,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439781,  3.0,  7.75,   8.00000,   0,   0,   NULL, false
 5439787,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439787,  3.0,  7.5,   9.00000,   0,   0,   NULL, false
 5439786,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439785,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439785,  3.0,  7.0,   9.00000,   0,   0,   NULL, false
 7274773,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439784,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 4391231,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439791,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439791,  4.0,  7.5,   8.00000,   0,   0,   NULL, false
 5439790,  4.0,  7.5,   4.50000,   0,   0,   NULL, true
 5439790,  4.0,  7.25,   8.00000,   0,   0,   NULL, false
 5439789,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439789,  3.0,  6.25,   5.00000,   0,   0,   NULL, false
 4391228,  3.0,  8.5,   8.00000,   0,   0,   NULL, true
 5439788,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 6291936,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291936,  5.0,  6.0,   5.83333,   0,   0,   NULL, false
 6291939,  5.0,  13.5,   1.41667,   0,   0,   NULL, true
 6291939,  5.0,  14.25,   6.00000,   0,   0,   NULL, false
 6291940,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291940,  5.0,  5.0,   5.91667,   0,   0,   NULL, false
 6291941,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291941,  5.0,  7.5,   5.50000,   0,   0,   NULL, false
 6291941,  5.0,  8.25,   7.25000,   0,   0,   NULL, false
 6291942,  5.0,  13.5,   1.16667,   0,   0,   NULL, true
 6291942,  5.0,  14.75,   5.50000,   0,   0,   NULL, false
 6291944,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291944,  5.0,  6.25,   5.91667,   0,   0,   NULL, false
 9109763,  7.0,  7.25,   8.53333,   0,   0,   NULL, true
 6291946,  5.0,  13.5,   1.16667,   1,   0,   NULL, true
 6291946,  5.0,  14.25,   6.00000,   0,   0,   NULL, false
 6291946,  5.0,  13.5,   1.16667,   0,   0,   NULL, false
 6291948,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291948,  5.0,  2.0,   7.25000,   0,   0,   NULL, false
 6291950,  5.0,  13.5,   1.16667,   0,   0,   NULL, true
 6291950,  5.0,  14.25,   6.00000,   0,   0,   NULL, false
 6291952,  5.0,  7.5,   3.25000,   0,   0,   NULL, true
 6291952,  5.0,  7.5,   3.00000,   0,   0,   NULL, false
 6291952,  5.0,  5.75,   3.00000,   0,   0,   NULL, false
 6291954,  5.0,  11.0,   5.83333,   0,   0,   NULL, true
 6291954,  5.0,  11.25,   3.00000,   0,   0,   NULL, false
 6291956,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291956,  5.0,  6.25,   3.16667,   0,   0,   NULL, false
 6291959,  5.0,  7.5,   3.50000,   0,   0,   NULL, true
 6291959,  5.0,  3.25,   5.83333,   0,   0,   NULL, false
 6291961,  5.0,  11.0,   5.58333,   0,   0,   NULL, true
 6291961,  5.0,  11.0,   3.50000,   0,   0,   NULL, false
 6291964,  5.0,  7.5,   5.41667,   0,   0,   NULL, true
 6291964,  5.0,  5.75,   7.41667,   0,   0,   NULL, false
 6291964,  5.0,  7.75,   7.41667,   0,   0,   NULL, false
 6291965,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291965,  5.0,  5.5,   5.91667,   0,   0,   NULL, false
 6291966,  5.0,  13.5,   1.41667,   0,   0,   NULL, true
 6291966,  5.0,  13.75,   6.00000,   0,   0,   NULL, false
 4391396,  5.0,  7.5,   2.91667,   0,   0,   NULL, true
 7274974,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 4391408,  5.0,  7.5,   2.91667,   0,   0,   NULL, true
 4391414,  5.0,  7.5,   2.91667,   0,   0,   NULL, true
 4391419,  5.0,  7.5,   2.91667,   0,   0,   NULL, true
 6291928,  5.0,  7.25,   8.25000,   0,   0,   NULL, true
 6291928,  5.0,  7.75,   8.16667,   0,   0,   NULL, false
 6291931,  5.0,  7.5,   6.41667,   0,   0,   NULL, true
 6291931,  5.0,  3.25,   6.15000,   0,   0,   NULL, false
 6291932,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291932,  5.0,  6.25,   6.50000,   0,   0,   NULL, false
 6291932,  3.0,  18.75,   6.50000,   0,   0,   NULL, false
 6291933,  5.0,  13.5,   1.50000,   0,   0,   NULL, true
 6291933,  5.0,  14.5,   6.00000,   0,   0,   NULL, false
 6291935,  5.0,  7.5,   6.00000,   0,   0,   NULL, true
 6291935,  5.0,  7.75,   5.83333,   0,   0,   NULL, false
 7274960,  3.0,  11.0,   2.16667,   0,   0,   NULL, true
 5439889,  5.0,  11.5,   1.00000,   0,   0,   NULL, true
 5439889,  5.0,  12.25,   3.50000,   0,   0,   NULL, false
 5439894,  5.0,  12.5,   4.83333,   0,   0,   NULL, true
 5439894,  5.0,  13.0,   3.50000,   0,   0,   NULL, false
 5439899,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439899,  6.0,  6.75,   7.00000,   0,   0,   NULL, false
 4194697,  5.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194697,  5.0,  7.75,   0.91667,   0,   0,   NULL, false
 5439897,  6.0,  8.0,   7.50000,   0,   0,   NULL, true
 5439897,  6.0,  8.25,   7.00000,   0,   0,   NULL, false
 4194699,  5.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194699,  5.0,  6.75,   0.91667,   0,   0,   NULL, false
 5439896,  6.0,  11.5,   1.75000,   0,   0,   NULL, true
 5439896,  6.0,  1.25,   4.00000,   0,   0,   NULL, false
 5439902,  6.0,  7.5,   8.00000,   0,   0,   NULL, true
 5439902,  6.0,  7.75,   8.00000,   0,   0,   NULL, false
 7274912,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 7274941,  3.0,  7.6666665,   7.83333,   0,   0,   NULL, true
 4194708,  6.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194710,  5.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194710,  5.0,  8.0,   0.91667,   0,   0,   NULL, false
 5439883,  5.0,  8.0,   7.00000,   0,   0,   NULL, true
 4194714,  5.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194714,  5.0,  7.5,   0.91667,   0,   0,   NULL, false
 5439881,  5.0,  8.0,   7.00000,   0,   0,   NULL, true
 5439881,  5.0,  8.0,   7.50000,   0,   0,   NULL, false
 5439884,  5.0,  8.0,   7.00000,   1,   0,   NULL, true
 5439884,  5.0,  6.5,   8.00000,   0,   0,   NULL, false
 5439884,  5.0,  8.0,   7.00000,   0,   0,   NULL, false
 7274890,  3.0,  7.5,   8.00000,   0,   0,   NULL, true
 9699698,  4.0,  7.5,   6.00000,   0,   0,   NULL, true
 4194730,  6.0,  8.083333,   0.91667,   0,   0,   NULL, true
 4194730,  6.0,  7.5,   0.91667,   0,   0,   NULL, false
 5439906,  1.0,  7.5,   8.00000,   0,   0,   NULL, true
 4391351,  4.0,  7.5,   5.50000,   0,   0,   NULL, true
 9699680,  4.0,  7.5,   9.50000,   0,   0,   NULL, true
 5439910,  4.0,  7.5,   4.75000,   0,   0,   NULL, true
 5439908,  2.0,  7.5,   8.41667,   0,   0,   NULL, true
 5439912,  3.0,  7.5,   8.00000,   0,   NULL,   NULL, true
 9110153,  1.0,  7.5,   9.75000,   0,   0,   NULL, true
 4391495,  7.0,  7.5,   8.00000,   0,   0,   NULL, true
 6488679,  5.0,  8.0,   7.00000,   0,   0,   NULL, true
 6488679,  5.0,  5.75,   7.50000,   0,   0,   NULL, false
 7012975,  1.0,  7.5,   8.00000,   0,   0,   NULL, true
 7012974,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 7144040,  6.0,  13.5,   2.50000,   0,   0,   NULL, true
 7144040,  6.0,  13.5,   3.00000,   0,   0,   NULL, false
 9110158,  1.0,  7.5,   8.45000,   0,   0,   NULL, true
 7012973,  2.0,  7.5,   8.00000,   0,   0,   NULL, true
 7144039,  6.0,  7.5,   3.00000,   0,   0,   NULL, true
 7144039,  6.0,  5.25,   4.00000,   0,   0,   NULL, false
 7144038,  6.0,  10.5,   3.00000,   0,   0,   NULL, true
 7144038,  6.0,  8.5,   5.00000,   0,   0,   NULL, false
 7275108,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 9110144,  1.0,  7.5,   8.08333,   0,   0,   NULL, true
 9110144,  1.0,  7.5,   8.58333,   0,   0,   NULL, false
 6488686,  5.0,  10.5,   1.33333,   0,   0,   NULL, true
 6488686,  5.0,  12.5,   2.50000,   0,   0,   NULL, false
 6488684,  5.0,  8.0,   2.50000,   0,   0,   NULL, true
 6488684,  5.0,  3.0,   4.16667,   0,   0,   NULL, false
 3867179,  3.0,  8.0,   8.50000,   0,   0,   NULL, true
 4391507,  7.0,  7.5,   8.00000,   0,   0,   NULL, true
 7012987,  1.0,  7.5,   8.00000,   0,   0,   NULL, true
 6488689,  5.0,  8.0,   7.50000,   0,   0,   NULL, true
 6488689,  5.0,  2.25,   7.00000,   0,   0,   NULL, false
 7012985,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 7012985,  4.0,  7.75,   8.00000,   0,   0,   NULL, false
 7012984,  2.0,  7.5,   8.00000,   0,   0,   NULL, true
 7012984,  1.0,  7.25,   8.00000,   0,   0,   NULL, false
 7012984,  1.0,  7.5,   8.00000,   0,   0,   NULL, false
 7144062,  3.0,  8.0,   8.00000,   0,   0,   NULL, true
 7275132,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 7012991,  1.0,  8.0,   7.50000,   0,   0,   NULL, true
 7012990,  4.0,  11.0,   5.00000,   0,   0,   NULL, true
 7012990,  4.0,  7.5,   7.50000,   0,   0,   NULL, false
 6488693,  5.0,  8.0,   7.50000,   0,   0,   NULL, true
 6488693,  5.0,  6.75,   7.00000,   0,   0,   NULL, false
 7012989,  2.0,  8.0,   7.50000,   0,   0,   NULL, true
 7012988,  4.0,  7.5,   8.00000,   0,   0,   NULL, true
 6488699,  5.0,  10.5,   1.33333,   0,   0,   NULL, true
