Audit_Time,  Audit_Action,  time_segment_key,  myemployee_key,  time_date,  Company,  Work,  Work_Category,  Job,  Start_Time,  End_Time,  Duration,  Break_Duration,  Approved,  is_deleted,  myPay_Key,  Time_Requires_Approval,  Week_Starts_On,  Pay_Period_Start,  Pay_Period_End,  Pay_Frequency,  Pay_Created_Date
2015-08-05 10:49:20.840,  Change,  4044109,  73721,  2015-07-20,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-20 08:00:00.000,  2015-07-20 16:30:00.000,  8.00000,  0.50000,  0,  1,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-05 10:52:48.527,  Change,  4052333,  73721,  2015-07-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-24 08:00:00.000,  2015-07-24 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-05 10:52:48.527,  Change,  4052329,  73721,  2015-07-23,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-23 08:00:00.000,  2015-07-23 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-05 10:52:48.527,  Change,  4044125,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 14:30:00.000,  2015-07-21 16:15:00.000,  1.75000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-05 10:52:48.527,  Change,  4044118,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 08:30:00.000,  2015-07-21 12:00:00.000,  3.50000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-05 15:58:59.300,  Add,  4135077,  73721,  2015-08-05,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-05 08:00:00.000,  2015-08-05 16:00:00.000,  7.50000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4097138,  73721,  2015-07-30,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-30 08:15:00.000,  2015-07-30 16:30:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4084108,  73721,  2015-07-29,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-29 08:00:00.000,  2015-07-29 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4074302,  73721,  2015-07-28,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-28 07:45:00.000,  2015-07-28 16:15:00.000,  8.00000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4052333,  73721,  2015-07-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-24 08:00:00.000,  2015-07-24 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4052329,  73721,  2015-07-23,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-23 08:00:00.000,  2015-07-23 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4044125,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 14:30:00.000,  2015-07-21 16:15:00.000,  1.75000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:18:13.167,  Change,  4044118,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 08:30:00.000,  2015-07-21 12:00:00.000,  3.50000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4097138,  73721,  2015-07-30,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-30 08:15:00.000,  2015-07-30 16:30:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4084108,  73721,  2015-07-29,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-29 08:00:00.000,  2015-07-29 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4074302,  73721,  2015-07-28,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-28 07:45:00.000,  2015-07-28 16:15:00.000,  8.00000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4052333,  73721,  2015-07-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-24 08:00:00.000,  2015-07-24 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4052329,  73721,  2015-07-23,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-23 08:00:00.000,  2015-07-23 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4044125,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 14:30:00.000,  2015-07-21 16:15:00.000,  1.75000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 09:22:53.140,  Change,  4044118,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 08:30:00.000,  2015-07-21 12:00:00.000,  3.50000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 15:31:19.153,  Add,  4141665,  73721,  2015-08-06,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-06 08:00:00.000,  2015-08-06 16:00:00.000,  7.50000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-06 17:00:41.770,  Change,  4097138,  73721,  2015-07-30,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-30 08:15:00.000,  2015-07-30 16:30:00.000,  7.75000,  0.50000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-06 17:00:41.770,  Change,  4084108,  73721,  2015-07-29,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-29 08:00:00.000,  2015-07-29 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-06 17:00:41.770,  Change,  4074302,  73721,  2015-07-28,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-28 07:45:00.000,  2015-07-28 16:15:00.000,  8.00000,  0.50000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-06 17:00:41.770,  Change,  4052333,  73721,  2015-07-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-24 08:00:00.000,  2015-07-24 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-06 17:00:41.770,  Change,  4052329,  73721,  2015-07-23,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-23 08:00:00.000,  2015-07-23 16:15:00.000,  7.75000,  0.50000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-06 17:00:41.770,  Change,  4044125,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 14:30:00.000,  2015-07-21 16:15:00.000,  1.75000,  0.00000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-06 17:00:41.770,  Change,  4044118,  73721,  2015-07-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-07-21 08:30:00.000,  2015-07-21 12:00:00.000,  3.50000,  0.00000,  1,  NULL,  274568,  1,  Mon,  2015-06-29,  2015-08-02,  Variably,  2015-08-06 17:02:31
2015-08-11 14:57:06.097,  Add,  4171184,  73721,  2015-08-07,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-07 13:00:00.000,  2015-08-07 15:00:00.000,  2.00000,  0.00000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-11 14:56:03.970,  Add,  4171172,  73721,  2015-08-07,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-07 08:00:00.000,  2015-08-07 12:00:00.000,  4.00000,  0.00000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-11 14:57:45.963,  Add,  4171192,  73721,  2015-08-11,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-11 09:15:00.000,  2015-08-11 16:30:00.000,  6.75000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-12 11:59:21.083,  Change,  4171184,  73721,  2015-08-07,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-07 13:00:00.000,  2015-08-07 15:00:00.000,  2.00000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-12 11:59:21.083,  Change,  4171172,  73721,  2015-08-07,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-07 08:00:00.000,  2015-08-07 12:00:00.000,  4.00000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-12 11:59:21.083,  Change,  4141665,  73721,  2015-08-06,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-06 08:00:00.000,  2015-08-06 16:00:00.000,  7.50000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-12 11:59:21.083,  Change,  4135077,  73721,  2015-08-05,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-05 08:00:00.000,  2015-08-05 16:00:00.000,  7.50000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-12 11:59:21.083,  Change,  4126166,  73721,  2015-08-04,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-04 08:00:00.000,  2015-08-04 16:00:00.000,  7.50000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-12 11:59:21.083,  Change,  4117363,  73721,  2015-08-03,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-03 08:00:00.000,  2015-08-03 16:00:00.000,  7.50000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-14 12:13:08.143,  Add,  4193957,  73721,  2015-08-14,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-14 08:15:00.000,  2015-08-14 16:30:00.000,  7.50000,  0.75000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-14 12:12:28.747,  Add,  4193954,  73721,  2015-08-13,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-13 08:15:00.000,  2015-08-13 16:30:00.000,  7.75000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-17 15:21:37.240,  Add,  4209662,  73721,  2015-08-17,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-17 08:15:00.000,  2015-08-17 16:15:00.000,  7.50000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-18 13:16:40.180,  Change,  4193957,  73721,  2015-08-14,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-14 08:15:00.000,  2015-08-14 16:30:00.000,  7.50000,  0.75000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-18 13:16:40.180,  Change,  4193954,  73721,  2015-08-13,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-13 08:15:00.000,  2015-08-13 16:30:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-18 13:16:40.180,  Change,  4171192,  73721,  2015-08-11,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-11 09:15:00.000,  2015-08-11 16:30:00.000,  6.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:02:33.947,  Add,  4254604,  73721,  2015-08-20,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-20 08:30:00.000,  2015-08-20 16:00:00.000,  7.25000,  0.25000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:01:36.150,  Add,  4254588,  73721,  2015-08-18,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-18 08:30:00.000,  2015-08-18 16:45:00.000,  7.75000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:03:13.653,  Add,  4254617,  73721,  2015-08-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-21 08:30:00.000,  2015-08-21 16:45:00.000,  7.75000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:04:20.813,  Add,  4254636,  73721,  2015-08-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-24 08:00:00.000,  2015-08-24 16:30:00.000,  8.00000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:37:28.110,  Change,  4254617,  73721,  2015-08-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-21 08:30:00.000,  2015-08-21 16:45:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:37:28.110,  Change,  4254604,  73721,  2015-08-20,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-20 08:30:00.000,  2015-08-20 16:00:00.000,  7.25000,  0.25000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:37:28.110,  Change,  4254588,  73721,  2015-08-18,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-18 08:30:00.000,  2015-08-18 16:45:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-24 15:37:28.110,  Change,  4209662,  73721,  2015-08-17,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-17 08:15:00.000,  2015-08-17 16:15:00.000,  7.50000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 13:08:20.700,  Add,  4300547,  73721,  2015-08-27,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-27 08:15:00.000,  2015-08-27 17:30:00.000,  8.75000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 13:09:19.370,  Add,  4300555,  73721,  2015-08-28,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-28 08:15:00.000,  2015-08-28 14:00:00.000,  5.25000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 13:07:33.523,  Add,  4300540,  73721,  2015-08-25,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-25 08:15:00.000,  2015-08-25 16:45:00.000,  8.00000,  0.50000,  0,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 14:16:03.560,  Change,  4300555,  73721,  2015-08-28,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-28 08:15:00.000,  2015-08-28 14:00:00.000,  5.25000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 14:16:03.560,  Change,  4300547,  73721,  2015-08-27,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-27 08:15:00.000,  2015-08-27 17:30:00.000,  8.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 14:16:03.560,  Change,  4300540,  73721,  2015-08-25,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-25 08:15:00.000,  2015-08-25 16:45:00.000,  8.00000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-08-31 14:16:03.560,  Change,  4254636,  73721,  2015-08-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-24 08:00:00.000,  2015-08-24 16:30:00.000,  8.00000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4300555,  73721,  2015-08-28,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-28 08:15:00.000,  2015-08-28 14:00:00.000,  5.25000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4300547,  73721,  2015-08-27,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-27 08:15:00.000,  2015-08-27 17:30:00.000,  8.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4300540,  73721,  2015-08-25,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-25 08:15:00.000,  2015-08-25 16:45:00.000,  8.00000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4254636,  73721,  2015-08-24,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-24 08:00:00.000,  2015-08-24 16:30:00.000,  8.00000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4254617,  73721,  2015-08-21,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-21 08:30:00.000,  2015-08-21 16:45:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4254604,  73721,  2015-08-20,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-20 08:30:00.000,  2015-08-20 16:00:00.000,  7.25000,  0.25000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4254588,  73721,  2015-08-18,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-18 08:30:00.000,  2015-08-18 16:45:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4209662,  73721,  2015-08-17,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-17 08:15:00.000,  2015-08-17 16:15:00.000,  7.50000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4193957,  73721,  2015-08-14,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-14 08:15:00.000,  2015-08-14 16:30:00.000,  7.50000,  0.75000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4193954,  73721,  2015-08-13,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-13 08:15:00.000,  2015-08-13 16:30:00.000,  7.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4171192,  73721,  2015-08-11,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-11 09:15:00.000,  2015-08-11 16:30:00.000,  6.75000,  0.50000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
2015-09-01 17:09:33.520,  Change,  4171184,  73721,  2015-08-07,  Momentum,  Contractor WGN Hourly (AOG),  NULL,  Senior Communications Advisor,  2015-08-07 13:00:00.000,  2015-08-07 15:00:00.000,  2.00000,  0.00000,  1,  NULL,  0,  1,  Mon,  NULL,  NULL,  NULL,  NULL
