time_segment_key,  Start_Time_date,  Start_Time_time,  Duration,  Approved,  myPay_Key,  Pay_Created_Date, valid
 3413261,  4.0,  7.75,   8.50000,   0,   0,   NULL, false
 3413277,  5.0,  7.75,   9.00000,   0,   0,   NULL, false
 3413291,  6.0,  7.75,   7.00000,   0,   0,   NULL, false
 3413261,  4.0,  7.75,   7.50000,   0,   0,   NULL, false
 3413277,  5.0,  7.75,   8.00000,   0,   0,   NULL, false
 3374842,  3.0,  8.0,   8.50000,   0,   0,   NULL, false
 3413574,  5.0,  7.75,   9.00000,   0,   0,   NULL, false
 3413567,  4.0,  7.75,   8.50000,   0,   0,   NULL, false
 3413291,  6.0,  8.0,   6.50000,   0,   0,   NULL, false
 3413574,  5.0,  7.75,   8.75000,   0,   0,   NULL, false
 3405143,  2.0,  8.25,   0.75000,   0,   0,   NULL, false
 3407339,  2.0,  9.0,   8.00000,   0,   0,   NULL, false
 3405045,  2.0,  8.5,   7.50000,   0,   0,   NULL, false
 3417077,  2.0,  8.0,   9.50000,   0,   0,   NULL, false
 3420896,  3.0,  8.75,   8.00000,   0,   0,   NULL, false
 3420576,  3.0,  8.25,   8.75000,   0,   0,   NULL, false
 3421180,  3.0,  8.75,   0.25000,   0,   0,   NULL, false
 3420576,  3.0,  8.5,   8.00000,   0,   0,   NULL, false
 3430731,  4.0,  8.25,   0.75000,   0,   0,   NULL, false
 3430731,  4.0,  8.25,   0.25000,   0,   0,   NULL, false
 3434065,  4.0,  8.75,   9.00000,   0,   0,   NULL, false
 3434065,  4.0,  8.75,   8.75000,   0,   0,   NULL, false
 3434082,  5.0,  8.75,   0.25000,   0,   0,   NULL, false
 3437322,  6.0,  8.0,   7.50000,   0,   0,   NULL, false
 3437315,  3.0,  8.5,   7.00000,   0,   0,   NULL, false
 3434439,  5.0,  8.5,   6.50000,   0,   0,   NULL, false
 3436123,  5.0,  8.25,   0.75000,   0,   0,   NULL, false
 3432861,  4.0,  8.0,   8.50000,   0,   0,   NULL, false
 3439037,  5.0,  8.25,   8.25000,   0,   0,   NULL, false
 3441844,  6.0,  8.0,   8.00000,   0,   0,   NULL, false
 3428344,  4.0,  8.5,   8.75000,   0,   0,   NULL, false
 3452567,  6.0,  8.5,   8.25000,   0,   0,   NULL, false
 3413258,  3.0,  8.0,   8.00000,   0,   0,   NULL, false
 3449518,  2.0,  8.25,   8.75000,   0,   0,   NULL, false
 3413258,  3.0,  7.75,   8.50000,   0,   0,   NULL, false
 3455301,  5.0,  8.0,   6.50000,   0,   0,   NULL, false
 3455307,  6.0,  7.75,   5.75000,   0,   0,   NULL, false
 3455301,  5.0,  8.0,   8.50000,   0,   0,   NULL, false
 3413258,  3.0,  7.75,   8.75000,   0,   0,   NULL, false
 3449518,  2.0,  8.25,   8.25000,   0,   0,   NULL, false
 3460378,  3.0,  8.25,   8.75000,   0,   0,   NULL, false
 3467336,  4.0,  9.5,   9.75000,   0,   0,   NULL, false
 3467348,  4.0,  8.5,   9.83333,   0,   0,   NULL, false
 3467348,  4.0,  8.5,   9.75000,   0,   0,   NULL, false
 3467341,  6.0,  9.5,   5.33333,   0,   0,   NULL, false
 3468471,  4.0,  8.0,   7.50000,   0,   0,   NULL, false
 3470320,  4.0,  8.25,   0.75000,   0,   0,   NULL, false
 3470320,  4.0,  8.25,   0.50000,   0,   0,   NULL, false
 3468519,  4.0,  8.25,   8.25000,   0,   0,   NULL, false
 3468976,  4.0,  9.0,   7.50000,   0,   0,   NULL, false
 3468775,  5.0,  6.0,   8.00000,   0,   0,   NULL, false
 3468775,  5.0,  6.5,   7.50000,   0,   0,   NULL, false
 3391721,  3.0,  0.0,   3.00000,   0,   0,   NULL, false
 3471509,  5.0,  8.25,   8.75000,   0,   0,   NULL, false
 3468782,  6.0,  7.5,   9.00000,   0,   0,   NULL, false
 3468775,  5.0,  6.5,   9.50000,   0,   0,   NULL, false
 3480949,  6.0,  8.5,   7.75000,   0,   0,   NULL, false
 3471515,  6.0,  8.0,   8.50000,   0,   0,   NULL, false
 3483691,  4.0,  8.25,   8.00000,   0,   0,   NULL, false
 3483717,  6.0,  8.5,   5.50000,   0,   0,   NULL, false
 3482410,  6.0,  8.0,   7.50000,   0,   0,   NULL, false
 3480949,  6.0,  8.5,   7.50000,   0,   0,   NULL, false
 3480949,  6.0,  8.5,   8.50000,   0,   0,   NULL, false
 3487772,  2.0,  13.25,   4.75000,   0,   0,   NULL, false
 3487772,  2.0,  13.25,   4.50000,   0,   0,   NULL, false
 3491406,  4.0,  7.75,   8.50000,   0,   0,   NULL, false
 3491406,  4.0,  7.75,   8.25000,   0,   0,   NULL, false
 3500582,  3.0,  8.25,   8.75000,   0,   0,   NULL, false
 3500596,  4.0,  8.25,   8.50000,   0,   0,   NULL, false
 3500613,  6.0,  7.0,   8.50000,   0,   0,   NULL, false
 3500613,  6.0,  7.0,   7.50000,   0,   0,   NULL, false
 3494013,  3.0,  8.25,   8.75000,   0,   0,   NULL, false
 3493594,  2.0,  8.5,   7.50000,   0,   0,   NULL, false
 3510687,  2.0,  8.75,   17.00000,   0,   0,   NULL, false
 3514640,  3.0,  9.0,   7.75000,   0,   0,   NULL, false
 3493560,  3.0,  8.5,   7.50000,   0,   0,   NULL, false
 3493266,  3.0,  9.5,   8.83333,   0,   0,   NULL, false
 3493268,  4.0,  9.5,   5.33333,   0,   0,   NULL, false
 3493270,  5.0,  9.5,   9.83333,   0,   NULL,   NULL, false
 3467355,  2.0,  9.5,   9.83333,   0,   0,   NULL, false
 3512578,  3.0,  10.5,   6.50000,   0,   0,   NULL, false
 3523824,  4.0,  8.5,   17.00000,   0,   0,   NULL, false
 3519154,  4.0,  8.25,   8.75000,   0,   0,   NULL, false
 3524114,  5.0,  0.0,   0.75000,   0,   0,   NULL, false
 3519369,  4.0,  8.5,   8.00000,   0,   0,   NULL, false
 3519319,  4.0,  8.5,   7.50000,   0,   0,   NULL, false
 3528230,  5.0,  8.5,   8.00000,   0,   0,   NULL, false
 3514330,  3.0,  7.5,   9.00000,   0,   0,   NULL, false
 3526301,  5.0,  8.5,   8.00000,   0,   0,   NULL, false
 3526369,  5.0,  8.75,   7.75000,   0,   0,   NULL, false
 3528230,  5.0,  8.5,   7.00000,   0,   0,   NULL, false
 3531067,  5.0,  8.5,   8.00000,   0,   0,   NULL, false
 3531216,  6.0,  6.0,   10.50000,   0,   0,   NULL, false
 3533272,  3.0,  9.0,   7.50000,   0,   0,   NULL, false
 3534401,  4.0,  7.0,   8.50000,   0,   0,   NULL, false
 3531353,  6.0,  8.5,   7.00000,   0,   0,   NULL, false
 3540739,  3.0,  13.5,   4.25000,   0,   0,   NULL, false
 3542369,  5.0,  8.25,   7.00000,   0,   0,   NULL, false
 3531212,  2.0,  6.0,   10.50000,   0,   0,   NULL, false
 3542690,  3.0,  7.0,   8.50000,   0,   0,   NULL, false
 3531212,  2.0,  6.5,   10.00000,   0,   0,   NULL, false
 3547628,  2.0,  8.75,   8.25000,   0,   0,   NULL, false
 3542442,  2.0,  8.5,   8.25000,   0,   0,   NULL, false
 3542442,  2.0,  8.5,   9.00000,   0,   0,   NULL, false
 3554091,  3.0,  8.25,   0.75000,   0,   0,   NULL, false
 3557067,  5.0,  9.25,   5.50000,   0,   0,   NULL, false
 3531213,  3.0,  6.0,   10.50000,   0,   0,   NULL, false
 3559634,  5.0,  9.0,   8.00000,   0,   0,   NULL, false
 3550440,  3.0,  8.5,   7.00000,   0,   0,   NULL, false
 3531215,  4.0,  6.0,   10.50000,   0,   0,   NULL, false
 3562972,  4.0,  9.0,   7.50000,   0,   0,   NULL, false
 3531210,  5.0,  6.0,   10.50000,   0,   0,   NULL, false
 3531210,  5.0,  6.25,   10.25000,   0,   0,   NULL, false
 3566550,  5.0,  8.75,   8.50000,   0,   0,   NULL, false
 3566550,  5.0,  8.75,   8.25000,   0,   0,   NULL, false
 3566550,  5.0,  8.75,   8.00000,   0,   0,   NULL, false
 3566550,  5.0,  8.75,   0.50000,   0,   0,   NULL, false
 3531210,  5.0,  6.25,   9.75000,   0,   0,   NULL, false
 3531210,  5.0,  6.25,   4.00000,   0,   0,   NULL, false
 3531216,  6.0,  6.0,   9.50000,   0,   0,   NULL, false
 3531215,  4.0,  6.0,   10.00000,   0,   0,   NULL, false
 3574900,  6.0,  8.5,   7.50000,   0,   0,   NULL, false
 3575135,  6.0,  8.25,   7.25000,   0,   0,   NULL, false
 3571940,  5.0,  8.5,   7.00000,   0,   0,   NULL, false
 3576672,  6.0,  9.75,   4.00000,   0,   0,   NULL, false
 3574787,  6.0,  7.5,   7.00000,   0,   0,   NULL, false
 3576560,  4.0,  0.0,   0.62500,   0,   0,   NULL, false
 3576672,  6.0,  9.75,   7.00000,   0,   0,   NULL, false
 3584616,  2.0,  7.5,   8.00000,   0,   0,   NULL, false
 3584622,  6.0,  8.75,   5.25000,   0,   0,   NULL, false
 3584616,  2.0,  7.5,   8.50000,   0,   0,   NULL, false
 3584873,  2.0,  7.75,   8.75000,   0,   0,   NULL, false
 3576532,  6.0,  10.5,   5.50000,   0,   0,   NULL, false
 3584873,  2.0,  7.75,   9.75000,   0,   0,   NULL, false
 3579529,  2.0,  0.0,   5.00000,   0,   0,   NULL, false
 3584742,  2.0,  8.25,   7.50000,   0,   0,   NULL, false
 3602247,  2.0,  6.5,   10.00000,   0,   0,   NULL, false
 3585168,  2.0,  9.0,   7.50000,   0,   0,   NULL, false
 3606796,  2.0,  8.5,   8.75000,   0,   0,   NULL, false
 3606796,  2.0,  8.5,   8.00000,   0,   0,   NULL, false
 3606841,  3.0,  8.5,   8.00000,   0,   0,   NULL, false
 3606796,  2.0,  8.5,   8.75000,   0,   0,   NULL, false
 3606796,  2.0,  8.5,   0.75000,   0,   0,   NULL, false
 3609488,  4.0,  7.5,   8.00000,   0,   0,   NULL, false
 3609488,  4.0,  7.5,   7.50000,   0,   0,   NULL, false
 3609499,  5.0,  8.0,   8.00000,   0,   0,   NULL, false
 3606734,  3.0,  8.5,   8.50000,   0,   0,   NULL, false
 3606841,  3.0,  8.5,   8.25000,   0,   0,   NULL, false
 3617295,  2.0,  9.5,   9.25000,   0,   0,   NULL, false
 3613187,  3.0,  8.5,   7.75000,   0,   0,   NULL, false
 3620157,  3.0,  6.5,   9.75000,   0,   0,   NULL, false
 3620157,  3.0,  6.25,   10.00000,   0,   0,   NULL, false
 3620157,  3.0,  6.25,   9.25000,   0,   0,   NULL, false
 3620157,  3.0,  6.25,   10.00000,   0,   0,   NULL, false
 3620157,  3.0,  6.25,   10.25000,   0,   0,   NULL, false
 3620162,  4.0,  6.25,   10.25000,   0,   0,   NULL, false
 3617857,  4.0,  9.0,   7.00000,   0,   0,   NULL, false
 3622717,  5.0,  6.0,   9.50000,   0,   0,   NULL, false
 3622718,  6.0,  6.25,   10.25000,   0,   0,   NULL, false
 3606735,  5.0,  7.75,   9.25000,   0,   0,   NULL, false
 3606729,  3.0,  7.75,   9.25000,   0,   0,   NULL, false
 3623197,  5.0,  9.5,   7.00000,   0,   0,   NULL, false
 3606740,  6.0,  7.75,   9.25000,   0,   0,   NULL, false
 3606740,  6.0,  8.0,   9.00000,   0,   0,   NULL, false
 3623439,  5.0,  9.0,   7.50000,   0,   0,   NULL, false
 3628256,  5.0,  8.0,   8.00000,   0,   0,   NULL, false
 3626934,  6.0,  8.0,   7.00000,   0,   0,   NULL, false
 3629636,  6.0,  8.5,   8.00000,   0,   0,   NULL, false
 3626876,  6.0,  8.5,   7.50000,   0,   0,   NULL, false
 3626876,  6.0,  8.5,   8.25000,   0,   0,   NULL, false
 3628055,  6.0,  8.25,   7.75000,   0,   0,   NULL, false
 3635337,  3.0,  13.5,   3.25000,   0,   0,   NULL, false
 3635337,  3.0,  13.5,   3.00000,   0,   0,   NULL, false
 3635345,  6.0,  13.5,   3.75000,   0,   0,   NULL, false
 3635340,  4.0,  14.0,   4.50000,   0,   0,   NULL, false
 3635291,  2.0,  13.5,   5.00000,   0,   0,   NULL, false
 3635343,  5.0,  13.5,   4.50000,   0,   0,   NULL, false
 3630622,  2.0,  8.5,   0.50000,   0,   0,   NULL, false
 3629636,  6.0,  8.0,   8.25000,   0,   0,   NULL, false
 3629635,  5.0,  8.5,   8.25000,   0,   0,   NULL, false
 3638197,  2.0,  7.75,   5.75000,   0,   0,   NULL, false
 3642090,  5.0,  7.5,   9.50000,   0,   0,   NULL, false
 3642075,  3.0,  7.5,   9.50000,   0,   0,   NULL, false
 3642101,  6.0,  9.0,   4.00000,   0,   0,   NULL, false
 3643951,  5.0,  8.5,   16.50000,   0,   0,   NULL, false
 3628256,  5.0,  8.5,   7.50000,   0,   0,   NULL, false
 3636121,  2.0,  8.5,   8.50000,   0,   0,   NULL, false
 3642072,  2.0,  8.0,   9.00000,   0,   0,   NULL, false
 3642101,  6.0,  9.0,   7.50000,   0,   0,   NULL, false
 3642075,  3.0,  7.5,   9.00000,   0,   0,   NULL, false
 3642080,  4.0,  8.0,   9.00000,   0,   0,   NULL, false
 3649342,  3.0,  0.0,   3.00000,   0,   0,   NULL, false
 3650802,  3.0,  9.5,   9.75000,   0,   0,   NULL, false
 3647447,  3.0,  8.0,   8.00000,   0,   0,   NULL, false
 3650855,  3.0,  8.5,   8.25000,   0,   0,   NULL, false
 3630622,  2.0,  8.5,   8.00000,   0,   0,   NULL, false
 3655138,  4.0,  7.75,   1.25000,   0,   0,   NULL, false
 3655216,  4.0,  8.5,   7.00000,   0,   0,   NULL, false
 3655138,  4.0,  7.75,   8.75000,   0,   0,   NULL, false
 3659703,  4.0,  6.25,   10.25000,   0,   0,   NULL, false
 3655219,  4.0,  8.5,   8.00000,   0,   0,   NULL, false
 3645176,  5.0,  6.0,   9.50000,   0,   0,   NULL, false
 3655216,  4.0,  8.5,   5.00000,   0,   0,   NULL, false
 3665826,  4.0,  9.25,   9.75000,   0,   0,   NULL, false
 3665824,  5.0,  6.5,   9.75000,   0,   0,   NULL, false
 3642090,  5.0,  8.0,   9.00000,   0,   0,   NULL, false
 3647457,  4.0,  8.0,   8.00000,   0,   0,   NULL, false
 3662218,  5.0,  8.25,   8.25000,   0,   0,   NULL, false
 3645177,  6.0,  6.0,   9.50000,   0,   0,   NULL, false
 3661935,  5.0,  8.5,   7.00000,   0,   0,   NULL, false
 3669007,  4.0,  7.25,   7.50000,   0,   0,   NULL, false
 3669151,  6.0,  8.5,   6.50000,   0,   0,   NULL, false
 3665839,  6.0,  9.5,   4.00000,   0,   0,   NULL, false
 3671159,  4.0,  6.0,   8.00000,   0,   0,   NULL, false
 3642101,  6.0,  10.5,   6.50000,   0,   0,   NULL, false
 3669151,  6.0,  8.5,   6.00000,   0,   0,   NULL, false
 3677127,  5.0,  9.0,   6.00000,   0,   0,   NULL, false
 3642080,  4.0,  8.0,   10.00000,   0,   0,   NULL, false
 3642090,  5.0,  8.0,   9.50000,   0,   0,   NULL, false
 3642090,  5.0,  8.0,   8.50000,   0,   0,   NULL, false
 3642075,  3.0,  8.25,   9.50000,   0,   0,   NULL, false
 3678764,  2.0,  7.5,   8.00000,   0,   0,   NULL, false
 3678764,  2.0,  7.0,   8.50000,   0,   0,   NULL, false
 3667350,  6.0,  8.25,   8.25000,   0,   0,   NULL, false
 3680288,  3.0,  9.0,   8.00000,   0,   0,   NULL, false
 3680310,  5.0,  9.0,   8.00000,   0,   0,   NULL, false
 3647458,  6.0,  10.5,   6.00000,   0,   0,   NULL, false
 3647458,  6.0,  10.5,   5.50000,   0,   0,   NULL, false
 3678889,  2.0,  9.0,   7.50000,   0,   0,   NULL, false
 3682844,  2.0,  9.25,   8.25000,   0,   0,   NULL, false
 3678035,  2.0,  8.5,   8.00000,   0,   0,   NULL, false
 3688362,  2.0,  7.75,   8.75000,   0,   0,   NULL, false
 3688364,  4.0,  8.0,   7.00000,   0,   0,   NULL, false
 3688362,  2.0,  7.75,   7.75000,   0,   0,   NULL, false
 3657458,  4.0,  9.0,   5.25000,   0,   0,   NULL, false
 3667302,  3.0,  8.75,   7.50000,   0,   0,   NULL, false
 3691612,  3.0,  8.5,   9.00000,   0,   0,   NULL, false
 3697759,  4.0,  6.25,   10.25000,   0,   0,   NULL, false
 3697759,  4.0,  6.25,   11.75000,   0,   0,   NULL, false
 3697760,  5.0,  6.25,   11.75000,   0,   0,   NULL, false
 3689150,  3.0,  8.5,   7.00000,   0,   0,   NULL, false
 3699297,  3.0,  9.0,   6.00000,   0,   0,   NULL, false
 3697759,  4.0,  6.25,   11.50000,   0,   0,   NULL, false
 3698499,  4.0,  9.25,   7.25000,   0,   0,   NULL, false
 3698267,  4.0,  8.25,   8.75000,   0,   0,   NULL, false
 3698267,  4.0,  8.25,   7.75000,   0,   0,   NULL, false
 3669436,  6.0,  8.0,   7.00000,   0,   0,   NULL, false
 3699843,  4.0,  8.5,   8.00000,   0,   0,   NULL, false
 3697759,  4.0,  6.25,   12.00000,   0,   0,   NULL, false
 3697759,  4.0,  6.25,   8.25000,   0,   0,   NULL, false
 3697760,  5.0,  6.25,   10.25000,   0,   0,   NULL, false
 3697759,  4.0,  6.0,   8.50000,   0,   0,   NULL, false
 3697760,  5.0,  6.0,   12.00000,   0,   0,   NULL, false
 3697761,  6.0,  6.25,   10.25000,   0,   0,   NULL, false
 3697905,  4.0,  8.5,   7.00000,   0,   0,   NULL, false
 3704614,  5.0,  8.5,   5.00000,   0,   0,   NULL, false
 3704732,  5.0,  8.5,   8.50000,   0,   0,   NULL, false
 3697759,  4.0,  6.0,   9.00000,   0,   0,   NULL, false
 3697760,  5.0,  6.0,   13.00000,   0,   0,   NULL, false
 3620157,  3.0,  6.25,   9.75000,   0,   0,   NULL, false
 3707188,  5.0,  8.5,   8.00000,   0,   0,   NULL, false
 3707188,  5.0,  8.5,   8.25000,   0,   0,   NULL, false
 3709294,  6.0,  8.5,   6.50000,   0,   0,   NULL, false
 3707738,  5.0,  6.5,   10.00000,   0,   0,   NULL, false
 3710130,  6.0,  8.25,   6.75000,   0,   0,   NULL, false
 3707743,  4.0,  8.25,   8.75000,   0,   0,   NULL, false
 3691612,  3.0,  8.5,   8.75000,   0,   0,   NULL, false
 3709294,  6.0,  8.25,   6.75000,   0,   0,   NULL, false
 3709294,  6.0,  8.25,   5.25000,   0,   0,   NULL, false
 3710130,  6.0,  8.25,   7.75000,   0,   0,   NULL, false
 3710415,  6.0,  7.75,   6.75000,   0,   0,   NULL, false
 3710122,  6.0,  9.5,   7.50000,   0,   0,   NULL, false
 3712851,  5.0,  7.25,   1.00000,   0,   0,   NULL, false
 3712851,  5.0,  7.25,   9.00000,   0,   0,   NULL, false
 3712824,  2.0,  8.0,   9.00000,   0,   0,   NULL, false
 3712834,  3.0,  8.0,   9.00000,   0,   0,   NULL, false
 3710122,  6.0,  9.5,   7.00000,   0,   0,   NULL, false
 3704732,  5.0,  8.5,   9.00000,   0,   0,   NULL, false
 3695534,  4.0,  0.0,   1.00000,   0,   0,   NULL, false
 3717456,  2.0,  8.25,   0.50000,   0,   0,   NULL, false
 3709928,  6.0,  8.5,   5.00000,   0,   0,   NULL, false
 3723276,  3.0,  7.5,   8.50000,   0,   0,   NULL, false
 3723764,  3.0,  8.75,   1.00000,   0,   0,   NULL, false
 3701778,  6.0,  8.5,   7.00000,   0,   0,   NULL, false
 3723276,  3.0,  7.5,   9.00000,   0,   0,   NULL, false
 3730745,  6.0,  8.5,   8.00000,   0,   0,   NULL, false
 3723276,  3.0,  7.5,   9.25000,   0,   0,   NULL, false
 3732682,  4.0,  9.5,   9.00000,   0,   0,   NULL, false
 3723276,  3.0,  7.5,   8.75000,   0,   0,   NULL, false
 3724180,  3.0,  9.0,   7.50000,   0,   0,   NULL, false
 3734913,  3.0,  6.25,   10.25000,   0,   0,   NULL, false
 3734913,  3.0,  6.25,   10.50000,   0,   0,   NULL, false
 3737288,  3.0,  8.5,   8.50000,   0,   0,   NULL, false
 3737289,  4.0,  7.5,   8.00000,   0,   0,   NULL, false
 3734914,  4.0,  6.25,   10.25000,   0,   0,   NULL, false
 3735506,  4.0,  9.0,   6.50000,   0,   0,   NULL, false
 3737289,  4.0,  7.5,   8.25000,   0,   0,   NULL, false
 3723764,  3.0,  8.75,   7.75000,   0,   0,   NULL, false
 3742684,  5.0,  7.5,   8.75000,   0,   0,   NULL, false
 3735058,  5.0,  7.75,   8.75000,   0,   0,   NULL, false
 3735061,  6.0,  7.75,   9.75000,   0,   0,   NULL, false
 3742684,  5.0,  7.5,   8.50000,   0,   0,   NULL, false
 3747253,  5.0,  8.5,   8.25000,   0,   0,   NULL, false
 3743024,  5.0,  9.0,   7.50000,   0,   0,   NULL, false
 3743024,  5.0,  9.0,   8.00000,   0,   0,   NULL, false
 3735058,  5.0,  8.25,   8.00000,   0,   0,   NULL, false
 3735061,  6.0,  7.75,   9.25000,   0,   0,   NULL, false
 3742929,  6.0,  7.5,   8.75000,   0,   0,   NULL, false
 3742929,  6.0,  7.5,   8.50000,   0,   0,   NULL, false
 3742929,  6.0,  7.5,   8.75000,   0,   0,   NULL, false
 3750558,  2.0,  7.5,   8.50000,   0,   0,   NULL, false
 3742929,  6.0,  7.5,   8.50000,   0,   0,   NULL, false
 3742929,  6.0,  7.5,   8.75000,   0,   0,   NULL, false
 3752167,  3.0,  7.75,   8.75000,   0,   0,   NULL, false
 3752168,  4.0,  8.0,   9.50000,   0,   0,   NULL, false
 3750116,  6.0,  8.25,   7.75000,   0,   0,   NULL, false
 3753391,  6.0,  6.25,   10.25000,   0,   0,   NULL, false
 3753561,  6.0,  8.5,   7.50000,   0,   0,   NULL, false
 3753561,  6.0,  8.5,   7.25000,   0,   0,   NULL, false
 3753391,  6.0,  6.25,   9.25000,   0,   0,   NULL, false
 3749428,  5.0,  9.5,   7.00000,   0,   0,   NULL, false
 3752290,  6.0,  9.0,   7.50000,   0,   0,   NULL, false
 3750558,  2.0,  7.5,   8.75000,   0,   0,   NULL, false
 3750558,  2.0,  7.25,   8.50000,   0,   0,   NULL, false
 3742929,  6.0,  7.5,   8.50000,   0,   0,   NULL, false
 3750558,  2.0,  7.25,   9.00000,   0,   0,   NULL, false
 3760685,  2.0,  8.0,   8.00000,   0,   0,   NULL, false
 3760709,  4.0,  7.75,   8.75000,   0,   0,   NULL, false
 3750558,  2.0,  7.25,   8.50000,   0,   0,   NULL, false
 3759477,  2.0,  8.25,   8.75000,   0,   0,   NULL, false
 3758952,  2.0,  6.25,   10.25000,   0,   0,   NULL, false
 3766006,  7.0,  10.5,   0.50000,   0,   0,   NULL, false
 3766121,  2.0,  9.0,   8.00000,   0,   0,   NULL, false
 3750558,  2.0,  7.25,   8.75000,   0,   0,   NULL, false
 3760829,  3.0,  7.5,   8.25000,   0,   0,   NULL, false
 3760829,  3.0,  7.5,   8.75000,   0,   0,   NULL, false
 3760829,  3.0,  7.5,   9.00000,   0,   0,   NULL, false
 3750558,  2.0,  7.5,   9.00000,   0,   0,   NULL, false
 3750558,  2.0,  7.5,   8.75000,   0,   0,   NULL, false
 3767789,  3.0,  6.25,   10.25000,   0,   0,   NULL, false
 3767789,  3.0,  6.25,   10.00000,   0,   0,   NULL, false
 3767789,  3.0,  6.25,   10.25000,   0,   0,   NULL, false
 3768796,  3.0,  8.5,   8.50000,   0,   0,   NULL, false
 3777243,  2.0,  8.75,   10.00000,   0,   0,   NULL, false
 3777967,  5.0,  6.0,   9.50000,   0,   0,   NULL, false
 3777963,  4.0,  6.25,   10.25000,   0,   0,   NULL, false
 3777966,  6.0,  6.0,   9.50000,   0,   0,   NULL, false
 3768775,  3.0,  8.75,   6.75000,   0,   0,   NULL, false
 3778147,  4.0,  8.25,   8.75000,   0,   0,   NULL, false
 3778147,  4.0,  8.25,   8.25000,   0,   0,   NULL, false
 3778147,  4.0,  8.25,   7.75000,   0,   0,   NULL, false
 3777963,  4.0,  6.25,   8.75000,   0,   0,   NULL, false
 3761331,  2.0,  8.25,   9.25000,   0,   0,   NULL, false
 3778238,  4.0,  8.75,   7.75000,   0,   0,   NULL, false
 3779750,  4.0,  9.0,   7.50000,   0,   0,   NULL, false
 3784745,  5.0,  8.0,   7.00000,   0,   0,   NULL, false
 3778238,  4.0,  8.75,   8.25000,   0,   0,   NULL, false
 3784682,  6.0,  7.75,   8.75000,   0,   0,   NULL, false
