time_segment_key, Start_Time_date, Start_Time_time, Duration, Approved, myPay_Key, Pay_Created_Date
  4254588, 3.0, 8.5,   7.75000,   1,   283149,   2015-09-01 19:30:43
  4209662, 2.0, 8.25,   7.50000,   1,   283149,   2015-09-01 19:30:43
  4193957, 6.0, 8.25,   7.50000,   1,   283149,   2015-09-01 19:30:43
  4193954, 5.0, 8.25,   7.75000,   1,   283149,   2015-09-01 19:30:43
  4171192, 3.0, 9.25,   6.75000,   1,   283149,   2015-09-01 19:30:43
  4171184, 6.0, 13.0,   2.00000,   1,   283149,   2015-09-01 19:30:43
  4171172, 6.0, 8.0,   4.00000,   1,   283149,   2015-09-01 19:30:43
  4141665, 5.0, 8.0,   7.50000,   1,   283149,   2015-09-01 19:30:43
  4135077, 4.0, 8.0,   7.50000,   1,   283149,   2015-09-01 19:30:43
  4126166, 3.0, 8.0,   7.50000,   1,   283149,   2015-09-01 19:30:43
  4117363, 2.0, 8.0,   7.50000,   1,   283149,   2015-09-01 19:30:43
  4349269, 3.0, 8.25,   8.25000,   0,   0,   NULL
  4349274, 4.0, 8.25,   8.00000,   0,   0,   NULL
  4349266, 2.0, 8.25,   8.00000,   0,   0,   NULL
  4349278, 5.0, 8.25,   7.75000,   0,   0,   NULL
  4349291, 6.0, 8.25,   8.00000,   0,   0,   NULL
  4349291, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4349278, 5.0, 8.25,   7.75000,   1,   0,   NULL
  4349274, 4.0, 8.25,   8.00000,   1,   0,   NULL
  4349269, 3.0, 8.25,   8.25000,   1,   0,   NULL
  4349266, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4420868, 2.0, 8.25,   8.00000,   0,   0,   NULL
  4420903, 5.0, 8.25,   8.00000,   0,   0,   NULL
  4420883, 3.0, 8.25,   8.00000,   0,   0,   NULL
  4420900, 5.0, 8.25,   8.00000,   0,   0,   NULL
  4420902, 6.0, 8.25,   8.00000,   0,   0,   NULL
  4420942, 2.0, 8.25,   8.00000,   0,   0,   NULL
  4420943, 3.0, 8.25,   8.00000,   0,   0,   NULL
  4420902, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4420900, 5.0, 8.25,   8.00000,   1,   0,   NULL
  4420883, 3.0, 8.25,   8.00000,   1,   0,   NULL
  4420868, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4431305, 6.0, 8.25,   8.00000,   0,   0,   NULL
  4431305, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4420903, 5.0, 8.25,   8.00000,   1,   0,   NULL
  4420943, 3.0, 8.25,   8.00000,   1,   0,   NULL
  4420942, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4455871, 3.0, 8.0,   8.25000,   0,   0,   NULL
  4455871, 2.0, 8.0,   8.25000,   0,   0,   NULL
  4501442, 3.0, 8.0,   8.00000,   0,   0,   NULL
  4501475, 4.0, 8.0,   8.00000,   0,   0,   NULL
  4501490, 5.0, 8.0,   8.00000,   0,   0,   NULL
  4501490, 5.0, 8.0,   8.00000,   1,   0,   NULL
  4501475, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4501442, 3.0, 8.0,   8.00000,   1,   0,   NULL
  4455871, 2.0, 8.0,   8.25000,   1,   0,   NULL
  4501490, 5.0, 8.0,   8.00000,   1,   0,   NULL
  4501475, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4501442, 3.0, 8.0,   8.00000,   1,   0,   NULL
  4455871, 2.0, 8.0,   8.25000,   1,   0,   NULL
  4431305, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4420943, 3.0, 8.25,   8.00000,   1,   0,   NULL
  4420942, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4420903, 5.0, 8.25,   8.00000,   1,   0,   NULL
  4420902, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4420900, 5.0, 8.25,   8.00000,   1,   0,   NULL
  4420883, 3.0, 8.25,   8.00000,   1,   0,   NULL
  4420868, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4349291, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4349278, 5.0, 8.25,   7.75000,   1,   0,   NULL
  4349274, 4.0, 8.25,   8.00000,   1,   0,   NULL
  4349269, 3.0, 8.25,   8.25000,   1,   0,   NULL
  4349266, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4501490, 5.0, 8.0,   8.00000,   1,   0,   NULL
  4501475, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4501442, 3.0, 8.0,   8.00000,   1,   0,   NULL
  4455871, 2.0, 8.0,   8.25000,   1,   0,   NULL
  4431305, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4420943, 3.0, 8.25,   8.00000,   1,   0,   NULL
  4420942, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4420903, 5.0, 8.25,   8.00000,   1,   0,   NULL
  4420902, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4420900, 5.0, 8.25,   8.00000,   1,   0,   NULL
  4420883, 3.0, 8.25,   8.00000,   1,   0,   NULL
  4420868, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4349291, 6.0, 8.25,   8.00000,   1,   0,   NULL
  4349278, 5.0, 8.25,   7.75000,   1,   0,   NULL
  4349274, 4.0, 8.25,   8.00000,   1,   0,   NULL
  4349269, 3.0, 8.25,   8.25000,   1,   0,   NULL
  4349266, 2.0, 8.25,   8.00000,   1,   0,   NULL
  4501490, 5.0, 8.0,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4501475, 4.0, 8.0,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4501442, 3.0, 8.0,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4455871, 2.0, 8.0,   8.25000,   1,   293010,   2015-09-29 20:01:57
  4431305, 6.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420903, 5.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420943, 3.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420942, 2.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420902, 6.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420900, 5.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420883, 3.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4420868, 2.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4349291, 6.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4349278, 5.0, 8.25,   7.75000,   1,   293010,   2015-09-29 20:01:57
  4349274, 4.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4349269, 3.0, 8.25,   8.25000,   1,   293010,   2015-09-29 20:01:57
  4349266, 2.0, 8.25,   8.00000,   1,   293010,   2015-09-29 20:01:57
  4548859, 2.0, 8.0,   0.50000,   0,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   0,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   0,   0,   NULL
  4548926, 2.0, 8.5,   7.25000,   0,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4560919, 3.0, 8.5,   7.50000,   0,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4594873, 5.0, 8.0,   8.50000,   0,   0,   NULL
  4594907, 6.0, 8.0,   7.75000,   0,   0,   NULL
  4594990, 4.0, 9.0,   7.50000,   0,   0,   NULL
  4598295, 4.0, 8.25,   3.00000,   0,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   0,   0,   NULL
  4598295, 4.0, 8.25,   3.00000,   1,   0,   NULL
  4560919, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4548926, 2.0, 8.5,   7.25000,   1,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   0,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   0,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   0,   0,   NULL
  4629890, 2.0, 8.5,   8.00000,   0,   0,   NULL
  4629898, 3.0, 8.0,   8.50000,   0,   0,   NULL
  4629903, 4.0, 8.0,   8.00000,   0,   0,   NULL
  4629911, 5.0, 8.25,   7.75000,   0,   0,   NULL
  4629913, 6.0, 8.5,   7.50000,   0,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   0,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   0,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   0,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   0,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   0,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   0,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   1,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   1,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   1,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   1,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4662559, 2.0, 7.75,   8.00000,   0,   0,   NULL
  4662566, 3.0, 8.5,   7.50000,   0,   0,   NULL
  4662569, 4.0, 8.0,   7.50000,   0,   0,   NULL
  4662569, 4.0, 8.0,   7.50000,   1,   0,   NULL
  4662566, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4662559, 2.0, 7.75,   8.00000,   1,   0,   NULL
  4674249, 2.0, 8.0,   6.50000,   0,   0,   NULL
  4674253, 3.0, 8.0,   5.25000,   0,   0,   NULL
  4674259, 5.0, 10.5,   3.00000,   0,   0,   NULL
  4674259, 4.0, 10.5,   3.00000,   0,   0,   NULL
  4674259, 4.0, 10.5,   3.00000,   0,   0,   NULL
  4674253, 3.0, 8.0,   5.25000,   0,   0,   NULL
  4674249, 2.0, 8.0,   6.50000,   0,   0,   NULL
  4756217, 5.0, 8.25,   7.25000,   0,   0,   NULL
  4756219, 6.0, 8.0,   2.50000,   0,   0,   NULL
  4629913, 6.0, 8.5,   7.50000,   1,   0,   NULL
  4629911, 5.0, 8.25,   7.75000,   1,   0,   NULL
  4629903, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4629898, 3.0, 8.0,   8.50000,   1,   0,   NULL
  4629890, 2.0, 8.5,   8.00000,   1,   0,   NULL
  4594907, 6.0, 8.0,   7.75000,   1,   0,   NULL
  4594873, 5.0, 8.0,   8.50000,   1,   0,   NULL
  4594990, 4.0, 9.0,   7.50000,   1,   0,   NULL
  4761801, 3.0, 8.5,   5.75000,   0,   0,   NULL
  4662569, 4.0, 8.0,   7.50000,   1,   0,   NULL
  4662566, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4662559, 2.0, 7.75,   8.00000,   1,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   1,   0,   NULL
  4629913, 6.0, 8.5,   7.50000,   1,   0,   NULL
  4629911, 5.0, 8.25,   7.75000,   1,   0,   NULL
  4629903, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4629898, 3.0, 8.0,   8.50000,   1,   0,   NULL
  4629890, 2.0, 8.5,   8.00000,   1,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   1,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   1,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   1,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4598295, 4.0, 8.25,   3.00000,   1,   0,   NULL
  4594990, 4.0, 9.0,   7.50000,   1,   0,   NULL
  4594907, 6.0, 8.0,   7.75000,   1,   0,   NULL
  4594873, 5.0, 8.0,   8.50000,   1,   0,   NULL
  4560919, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4548926, 2.0, 8.5,   7.25000,   1,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   1,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   1,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   1,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   1,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4598295, 4.0, 8.25,   3.00000,   1,   0,   NULL
  4560919, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4548926, 2.0, 8.5,   7.25000,   1,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4662569, 4.0, 8.0,   7.50000,   1,   0,   NULL
  4662566, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4662559, 2.0, 7.75,   8.00000,   1,   0,   NULL
  4629913, 6.0, 8.5,   7.50000,   1,   0,   NULL
  4629911, 5.0, 8.25,   7.75000,   1,   0,   NULL
  4629903, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4629898, 3.0, 8.0,   8.50000,   1,   0,   NULL
  4629890, 2.0, 8.5,   8.00000,   1,   0,   NULL
  4594990, 4.0, 9.0,   7.50000,   1,   0,   NULL
  4594907, 6.0, 8.0,   7.75000,   1,   0,   NULL
  4594873, 5.0, 8.0,   8.50000,   1,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   1,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   1,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   1,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   1,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4598295, 4.0, 8.25,   3.00000,   1,   0,   NULL
  4560919, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4548926, 2.0, 8.5,   7.25000,   1,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   1,   0,   NULL
  4624964, 5.0, 8.5,   7.50000,   1,   0,   NULL
  4616260, 3.0, 8.25,   7.25000,   1,   0,   NULL
  4616257, 4.0, 8.25,   7.50000,   1,   0,   NULL
  4598311, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4598295, 4.0, 8.25,   3.00000,   1,   0,   NULL
  4560919, 3.0, 8.5,   7.50000,   1,   0,   NULL
  4548926, 2.0, 8.5,   7.25000,   1,   0,   NULL
  4548898, 4.0, 8.0,   6.50000,   1,   0,   NULL
  4548859, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4631071, 6.0, 8.25,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4624964, 5.0, 8.5,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4616257, 4.0, 8.25,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4616260, 3.0, 8.25,   7.25000,   1,   306785,   2015-11-03 19:00:23
  4598311, 2.0, 8.5,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4598295, 4.0, 8.25,   3.00000,   1,   306785,   2015-11-03 19:00:23
  4560919, 3.0, 8.5,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4548926, 2.0, 8.5,   7.25000,   1,   306785,   2015-11-03 19:00:23
  4548898, 4.0, 8.0,   6.50000,   1,   306785,   2015-11-03 19:00:23
  4548859, 2.0, 8.0,   8.50000,   1,   306785,   2015-11-03 19:00:23
  4662569, 4.0, 8.0,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4662566, 3.0, 8.5,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4662559, 2.0, 7.75,   8.00000,   1,   306785,   2015-11-03 19:00:23
  4629913, 6.0, 8.5,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4629911, 5.0, 8.25,   7.75000,   1,   306785,   2015-11-03 19:00:23
  4629903, 4.0, 8.0,   8.00000,   1,   306785,   2015-11-03 19:00:23
  4629898, 3.0, 8.0,   8.50000,   1,   306785,   2015-11-03 19:00:23
  4629890, 2.0, 8.5,   8.00000,   1,   306785,   2015-11-03 19:00:23
  4594907, 6.0, 8.0,   7.75000,   1,   306785,   2015-11-03 19:00:23
  4594873, 5.0, 8.0,   8.50000,   1,   306785,   2015-11-03 19:00:23
  4594990, 4.0, 9.0,   7.50000,   1,   306785,   2015-11-03 19:00:23
  4780781, 5.0, 8.5,   7.00000,   0,   0,   NULL
  4800030, 6.0, 9.0,   5.00000,   0,   0,   NULL
  4800030, 6.0, 9.0,   5.00000,   1,   0,   NULL
  4780781, 5.0, 8.5,   7.00000,   1,   0,   NULL
  4761801, 3.0, 8.5,   5.75000,   1,   0,   NULL
  4840360, 2.0, 8.0,   8.50000,   0,   0,   NULL
  4840366, 3.0, 8.0,   8.50000,   0,   0,   NULL
  4840436, 6.0, 8.0,   8.00000,   0,   0,   NULL
  4840436, 4.0, 8.0,   8.00000,   0,   0,   NULL
  4840443, 6.0, 9.0,   7.50000,   0,   0,   NULL
  4840443, 5.0, 9.0,   7.50000,   0,   0,   NULL
  4840448, 6.0, 8.0,   7.50000,   0,   0,   NULL
  4840448, 6.0, 8.0,   7.50000,   1,   0,   NULL
  4840443, 5.0, 9.0,   7.50000,   1,   0,   NULL
  4840436, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4840366, 3.0, 8.0,   8.50000,   1,   0,   NULL
  4840360, 2.0, 8.0,   8.50000,   1,   0,   NULL
  4857337, 3.0, 8.5,   7.00000,   0,   0,   NULL
  4857340, 4.0, 9.0,   7.00000,   0,   0,   NULL
  4857343, 5.0, 8.5,   7.50000,   0,   0,   NULL
  4857331, 2.0, 8.5,   7.50000,   0,   0,   NULL
  4857348, 6.0, 8.5,   7.50000,   0,   0,   NULL
  4857348, 6.0, 8.5,   7.50000,   1,   0,   NULL
  4857343, 5.0, 8.5,   7.50000,   1,   0,   NULL
  4857340, 4.0, 9.0,   7.00000,   1,   0,   NULL
  4857337, 3.0, 8.5,   7.00000,   1,   0,   NULL
  4857331, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4870657, 3.0, 8.5,   7.50000,   0,   0,   NULL
  4870657, 3.0, 8.0,   7.75000,   0,   0,   NULL
  4870709, 2.0, 8.5,   7.50000,   0,   0,   NULL
  4888829, 5.0, 9.5,   7.00000,   0,   0,   NULL
  4888833, 3.0, 8.0,   8.00000,   0,   0,   NULL
  4888833, 3.0, 8.0,   8.00000,   0,   0,   NULL
  4888829, 2.0, 9.5,   7.00000,   0,   0,   NULL
  4888837, 5.0, 8.0,   8.00000,   0,   0,   NULL
  4888837, 4.0, 8.0,   8.00000,   0,   0,   NULL
  4888840, 5.0, 8.0,   8.50000,   0,   0,   NULL
  4888847, 6.0, 8.0,   8.50000,   0,   0,   NULL
  4920467, 2.0, 8.0,   8.00000,   0,   0,   NULL
  4920470, 3.0, 8.5,   8.00000,   0,   0,   NULL
  4888847, 6.0, 8.0,   8.50000,   1,   0,   NULL
  4888840, 5.0, 8.0,   8.50000,   1,   0,   NULL
  4888837, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4888833, 3.0, 8.0,   8.00000,   1,   0,   NULL
  4888829, 2.0, 9.5,   7.00000,   1,   0,   NULL
  4888829, 2.0, 9.5,   7.00000,   1,   NULL,   NULL
  4888829, 2.0, 9.5,   7.00000,   1,   314632,   NULL
  4923969, 5.0, 8.0,   7.00000,   0,   0,   NULL
  4923979, 6.0, 8.0,   8.00000,   0,   0,   NULL
  4923979, 6.0, 8.0,   8.00000,   1,   0,   NULL
  4923969, 5.0, 8.0,   7.00000,   1,   0,   NULL
  4870657, 3.0, 8.0,   7.75000,   1,   0,   NULL
  4870709, 2.0, 8.5,   7.50000,   1,   0,   NULL
  4937620, 3.0, 8.75,   7.75000,   0,   0,   NULL
  4937631, 4.0, 8.0,   8.25000,   0,   0,   NULL
  4947813, 4.0, 8.0,   8.00000,   0,   0,   NULL
  4947837, 5.0, 9.5,   7.00000,   0,   0,   NULL
  4947837, 5.0, 9.5,   7.00000,   1,   0,   NULL
  4947813, 4.0, 8.0,   8.00000,   1,   0,   NULL
  4920470, 3.0, 8.5,   8.00000,   1,   0,   NULL
